No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info,Receive GPS Info,GPS Timing Report,GPS Timing Report TX Contacts,
253,Analog CH,Jxn5390,145.39000,144.79000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
254,Analog CH,Madison664,146.64000,146.04000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
255,Analog CH,Jxn6940,146.94000,146.34000,High,75S,No,1,Yes,No,No,25K,None,100.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
256,Analog CH,Jxn4600,444.60000,449.60000,High,75S,No,1,Yes,No,No,25K,None,100.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
257,Analog CH,Canton7075,147.07500,147.67500,High,75S,No,1,Yes,No,No,25K,None,100.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
258,Analog CH,Jxn6760,146.76000,146.16000,High,75S,No,1,Yes,No,No,25K,None,77.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
259,Analog CH,Jxn6880,146.88000,146.28000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
260,Analog CH,Sharon5450,145.45000,144.85000,High,75S,No,1,Yes,No,No,25K,None,77.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
261,Analog CH,Clinton1825,441.82500,446.82500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
262,Analog CH,Rdglnd4437,443.70000,448.70000,High,75S,No,1,Yes,No,No,25K,None,77.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
263,Analog CH,Pearl4375,444.37500,449.37500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
264,Analog CH,Brandon7345,147.34500,146.74500,High,75S,No,1,Yes,No,No,25K,None,100.0,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Analog CH,Poplar5150,145.15000,144.55000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
274,Analog CH,Pic37250,443.72500,448.72500,High,75S,No,1,Yes,No,No,25K,None,179.9,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
275,Analog CH,Stennis7210,147.21000,147.81000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
276,Analog CH,Poplar5410,145.41000,144.81000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
277,Analog CH,PicSmplx,146.00000,146.00000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
278,Analog CH,Poplar5210,145.21000,144.61000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
279,Analog CH,Stennis4650,444.65000,449.65000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
280,Analog CH,Kiln5330,145.33000,144.73000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Arlington,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: NA 3,Priority Contacts: Oceania,Priority Contacts: Regional,Priority Contacts: Local 9,Priority Contacts: TG6,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Digital CH,Amory DMR,443.20000,448.20000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
288,Digital CH,Cockrum DMR 1,441.92500,446.92500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
289,Digital CH,Cockrum DMR 2,441.92500,446.92500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
290,Digital CH,Saltillo DMR 1,444.42500,449.42500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
291,Digital CH,Saltillo DMR 2,444.42500,449.42500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
292,Digital CH,Lucedale DMR 1,444.20000,449.20000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
293,Digital CH,Lucedale DMR 2,444.20000,449.20000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
294,Digital CH,Corinth DMR 1,147.28500,147.88500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
295,Digital CH,Horn Lake DMR,442.01250,442.01250,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
296,Digital CH,Corinth DMR ,444.60000,449.60000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
297,Digital CH,Ellisville DMR,442.17500,447.17500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
298,Digital CH,Hattiesburg DM,442.70000,447.70000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
299,Digital CH,Strkvill DMR 1,440.55000,445.55000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
300,Digital CH,Strkvill DMR 2,440.55000,445.55000,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
301,Digital CH,Cld Wter DMR 1,444.92500,449.92500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
302,Digital CH,Cld Wter DMR 2,444.92500,449.92500,High,75S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Analog CH,Hburg190,145.19000,144.59000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
307,Analog CH,Hburg370,145.37000,144.76000,High,75S,No,7,Yes,No,No,25K,None,136.5,Allow TX,Yes,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WW 91,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact,
308,Analog CH,Hburg775,146.77500,146.17500,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
309,Analog CH,Hburg315,147.31500,147.91500,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
310,Analog CH,Hburg670,146.67000,146.07000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
311,Analog CH,Hburg700,443.70000,448.70000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
312,Analog CH,Hburg350,443.35000,448.35000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
313,Analog CH,Wiggins,145.27000,144.67000,High,75S,No,1,Yes,No,No,25K,None,136.5,Allow TX,No,Simplex,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local 9,Custom,Priority Contacts: Local 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,OFF,TX Contact,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Digital CH,Jory Hotspot,439.30000,439.30000,Low,Endless,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WW 91,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
321,Digital CH,Hotspot Rptr 2,442.30000,447.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: WW 91,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
322,Digital CH,Mobile Hotspot,444.30000,444.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Simplex,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: WW 91,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
323,Digital CH,Mobile APRS,444.30000,444.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Simplex,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: WW 91,Custom,Priority Contacts: WW 91,Priority Contacts: TAC310,Priority Contacts: USA - Nationwide,Priority Contacts: Alabama,Priority Contacts: Louisiana,Priority Contacts: Mississippi,Priority Contacts: Texas,Address Book Contacts: 660,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,60,APRS,
324,Digital CH,Home APRS 2,442.30000,447.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: APRS,Custom,Priority Contacts: WW 91,Priority Contacts: TAC310,Priority Contacts: USA - Nationwide,Priority Contacts: Alabama,Priority Contacts: Louisiana,Priority Contacts: Mississippi,Priority Contacts: Texas,Address Book Contacts: 660,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,60,APRS,
325,Digital CH,Hotspot Rptr 1,442.30000,447.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: Mississippi,Custom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
326,Digital CH,Home APRS 1,442.30000,447.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Repeat,Slot1,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: APRS,Custom,Priority Contacts: Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,60,APRS,
327,Digital CH,Echo Test,442.30000,447.30000,Low,180S,No,1,Yes,No,No,12.5K,None,None,Allow TX,Yes,Repeat,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Parrot,APRS,Priority Contacts: WW 91,Priority Contacts: TAC310,Priority Contacts: USA - Nationwide,Priority Contacts: Alabama,Priority Contacts: Louisiana,Priority Contacts: Mississippi,Priority Contacts: Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
328,Digital CH,Hotspot 3,438.30000,438.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Simplex,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: WW 91,Hotspot,Priority Contacts: NA 3,Priority Contacts: NORDIC 17,Priority Contacts: Dutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
329,Digital CH,Hotspot 3 APRS,438.30000,438.30000,Low,Endless,No,7,Yes,No,No,12.5K,None,None,Allow TX,Yes,Simplex,Slot2,KB5WCK - Jeff,1,No,Normal Mode,1,Yes,Always,None,None,Priority Contacts: WW 91,Custom,Priority Contacts: WW 91,Priority Contacts: TAC310,Priority Contacts: USA - Nationwide,Priority Contacts: Alabama,Priority Contacts: Louisiana,Priority Contacts: Mississippi,Priority Contacts: Texas,Address Book Contacts: 660,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,60,APRS,
